time_s,stage,Ip_MA,I_CS1_MA,I_CS2_MA,I_CS3_MA,I_PF1_MA,I_PF2_MA,I_PF3_MA,I_PF4_MA,I_Div1_MA,I_Div2_MA,I_VS_bias_MA,B0_T,loop_voltage_V,flux_consumed_Wb,q95,pf_balance_residual,strike_point_residual
0.6,rampup,3.9677432580174927,4.982168362294391,5.97622448305919,4.982168362294391,0.06510165640979106,0.11317969557042697,-0.2101610971745691,-0.1950158030276812,0.0,0.0,0.0,12.2,265.1270116584877,78.45920590467222,2.755454692356636,6.152683381973002,
0.62,rampup,4.196079514395045,4.980960882191713,5.974614509588952,4.980960882191713,0.06253549245747615,0.10987970945000694,-0.20544122722383404,-0.18558714631555953,0.0,0.0,0.0,12.2,266.1642335198094,83.7721183564552,2.7341699541526006,5.9634195404242,
0.64,rampup,4.425000000000001,4.979751668843784,5.9730022251250485,4.979751668843784,0.06006282607161822,0.10670938128374612,-0.20085264147472406,-0.17644106086580108,0.0,0.0,0.0,12.2,265.88963956863836,89.09265708733967,2.7201090846007006,5.780669683071441,
0.66,rampup,4.653920485604957,4.978546681082667,5.971395574776893,4.978546681082667,0.057679251466664375,0.10366196151292217,-0.1963918841193715,-0.16756858648910244,0.0,0.0,0.0,12.2,264.3049753227044,94.3946032362531,2.712431234028491,5.604140172732132,
0.68,rampup,4.882256741982507,4.977351842306143,5.969802456408193,4.977351842306143,0.05538063580532246,0.10073115104745597,-0.1920555882881895,-0.1589611245522778,0.0,0.0,0.0,12.2,261.42408634849033,99.65189385296506,2.7104041051498706,5.433550251420844,
0.7,rampup,5.109424539905248,4.976172985631805,5.968230647509075,4.976172985631805,0.05316309814938757,0.09791106504473335,-0.18784047939859444,-0.15061042823321918,0.0,0.0,0.0,12.2,257.2728503603741,104.83886322005368,2.713382313973259,5.268631362776021,
0.72,rampup,5.334839650145773,4.975015799532311,5.966687732709751,4.975015799532311,0.05102299030594334,0.09519620003792802,-0.18374337766840299,-0.14250859272818436,0.0,0.0,0.0,12.2,251.88903341637928,109.93048205782122,2.7207900510084917,5.109126513019988,
0.74,rampup,5.557917843476678,4.973885774297973,5.965181032397299,4.973885774297973,0.04895687938152377,0.09258140407813853,-0.17976119991231093,-0.13464804548113346,0.0,0.0,0.0,12.2,245.32206969252934,114.90259308891031,2.73210711009004,4.954789667507421,
0.76,rampup,5.778074890670554,4.972788149675134,5.963717532900181,4.972788149675134,0.04696153187641749,0.09006184959002116,-0.17589096072535282,-0.12702153649369824,0.0,0.0,0.0,12.2,237.6327643565674,119.73214142940128,2.746857581494682,4.805385180301113,
0.78,rampup,5.994726562500001,4.971727864030914,5.9623038187078885,4.971727864030914,0.045033899168771575,0.08763300867212813,-0.17212977314446187,-0.11962212876472565,0.0,0.0,0.0,12.2,228.8929191000963,124.39739826396793,2.7646006758013995,4.660687254522953,
0.8,rampup,6.207288629737611,4.9707095053967665,5.960946007195692,4.9707095053967665,0.04317110425374124,0.08529063060126651,-0.1684748488680083,-0.11244318890003151,0.0,0.0,0.0,12.2,219.18487992473476,128.87817625421624,2.784923271569505,4.520479431478377,
0.82,rampup,6.415176863155977,4.969737264745093,5.959649686326793,4.969737264745093,0.041370429616839684,0.08303072132525526,-0.16492349810331564,-0.10547837792587533,0.0,0.0,0.0,12.2,208.6010068117754,133.1560351215813,2.8074338750270975,4.3845541067570055,
0.84,rampup,6.617807033527697,4.968814891854759,5.958419855806347,4.968814891854759,0.039629306133055264,0.08084952475080953,-0.16147312910349454,-0.09872164233359855,0.0,0.0,0.0,12.2,197.24306493540337,137.2144758390531,2.8317577518550867,4.252712071681022,
0.86,rampup,6.814594911625365,4.967945654122846,5.957260872163796,4.967945654122846,0.037945302894383325,0.07874350565322193,-0.15812124744734932,-0.09216720537773063,0.0,0.0,0.0,12.2,185.22153710632935,141.03912185947044,2.857533045778724,4.124762078614231,
